"Not Reporting Certified - Coldwater Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senatobia Police Department","512","153","","","","2","2","2","","","2","","","21","121","5","","","199","","","9","2","52","5","1","12","7","","","1","","","2","","","40","2","","19","2","36","5","4","160","119","26","","","","","","","","","15","","","27","","21","2","4"
"Tate County Sheriff's Office","488","190","","","","","10","7","","3","3","","","25","149","3","","","225","","","27","6","44","2","1","14","7","","","2","","","1","","","1","1","","13","4","56","41","5","73","32","25","","","","","5","","","","11","","","39","","25","1","13"
"Tippah County","21","3","","","","","","","","","","","","","3","","","","13","","","3","","4","2","","","","","","","","","","","","","","","","","3","1","","5","2","3","","","","","","","","","","","","","","","",""
"Not Reporting - Blue Mountain Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Ripley Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Tippah County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Walnut Police Department","21","3","","","","","","","","","","","","","3","","","","13","","","3","","4","2","","","","","","","","","","","","","","","","","3","1","","5","2","3","","","","","","","","","","","","","","","",""
"Tishomingo County","549","147","","","","1","6","6","","","3","","2","31","68","36","","","217","1","","34","6","36","2","","10","7","8","","1","5","1","","","","4","1","3","5","","74","19","","185","105","71","","","","","1","","","","7","1","","40","","31","","9"
"Belmont Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iuka Police Department","126","43","","","","1","","","","","","","2","7","25","8","","","65","","","4","2","6","","","6","2","","","1","","","","","","2","1","3","4","","24","10","","18","10","6","","","","","","","","","2","","","7","","7","",""
"Not Reporting - Burnsville Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Golden Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tishomingo County Sheriff's Office","423","104","","","","","6","6","","","3","","","24","43","28","","","152","1","","30","4","30","2","","4","5","8","","","5","1","","","","2","","","1","","50","9","","167","95","65","","","","","1","","","","5","1","","33","","24","","9"
"Tunica County","754","164","3","","","","2","1","","1","2","","1","25","119","12","","","559","2","","44","7","163","4","","5","17","","","","","","8","","","16","","1","76","","150","66","","31","23","2","","","","","","","","","5","1","","40","3","25","8","4"
"Tunica County Sheriff's Office","709","156","3","","","","2","1","","1","2","","1","23","113","12","","","528","2","","33","7","158","3","","5","17","","","","","","8","","","10","","","76","","143","66","","25","19","2","","","","","","","","","4","","","38","3","23","8","4"
"Tunica Police Department","45","8","","","","","","","","","","","","2","6","","","","31","","","11","","5","1","","","","","","","","","","","","6","","1","","","7","","","6","4","","","","","","","","","","1","1","","2","","2","",""
"Union County","1,092","283","","","","2","10","9","1","","2","","","31","136","102","","","341","3","","49","1","84","3","1","16","6","16","","1","8","6","","","","27","","","15","","90","14","1","468","219","203","","","","","2","","2","","28","14","","43","","31","","12"
"Blue Springs Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTED - District 4 - New Albany","124","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","123","60","59","","","","","","","","","4","","","","","","",""
"MBI Troop F District 4","8","6","","","","","5","5","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","2","","","","","5","","","","5"
"MHP Troop F New Albany","195","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194","90","95","","","","","","","","","9","","","","","","",""
"Not Reporting Certified - Myrtle Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - New Albany Police Department","186","32","","","","","","","","","","","","3","19","10","","","80","","","23","","3","2","","7","3","","","1","3","1","","","","27","","","","","8","2","","74","23","49","","","","","","","","","2","","","3","","3","",""
"Union County Sheriff's Office","579","244","","","","2","5","4","1","","2","","","28","116","91","","","260","3","","26","1","81","1","1","9","3","16","","","5","5","","","","","","","15","","82","12","","75","46","","","","","","2","","","","13","14","","35","","28","","7"
"Walthall County","280","68","2","","","","3","3","","","","","1","15","41","6","","","106","2","","15","","23","1","","4","3","1","","3","2","","3","","","6","1","","4","","23","13","2","106","72","24","","","","","","","","","10","","","23","2","15","3","3"
" Tylertown Police Department","127","24","1","","","","1","1","","","","","","11","10","1","","","41","","","5","","6","1","","3","1","1","","","","","","","","5","1","","4","","12","2","","62","43","14","","","","","","","","","5","","","13","1","11","","1"
"Walthall County Sheriff's Office","153","44","1","","","","2","2","","","","","1","4","31","5","","","65","2","","10","","17","","","1","2","","","3","2","","3","","","1","","","","","11","11","2","44","29","10","","","","","","","","","5","","","10","1","4","3","2"
"Warren County","2,137","804","4","","","3","11","10","1","","2","","1","88","415","280","","","1,173","5","","78","22","296","9","","31","38","","","1","13","","19","","1","141","26","2","123","6","292","67","3","160","87","25","","","","","1","1","","","46","","","124","4","88","19","13"
"Not Reporting - Warren County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vicksburg Police Department","2,137","804","4","","","3","11","10","1","","2","","1","88","415","280","","","1,173","5","","78","22","296","9","","31","38","","","1","13","","19","","1","141","26","2","123","6","292","67","3","160","87","25","","","","","1","1","","","46","","","124","4","88","19","13"
"Vicksburg Warren School Campus Police","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Washington County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Arcola Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Greenville Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Leland Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Metcalfe Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Washington County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - Hollandale Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wayne County","447","146","","","","2","3","3","","","4","","1","36","78","22","","","191","3","","24","5","42","3","1","11","2","4","","","2","","","","","8","3","","1","","61","19","2","110","62","27","","","","","","","","","19","2","","43","","36","","7"
"Not Reporting - State Line Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - Waynesboro Police Department","120","38","","","","1","1","1","","","","","","10","19","7","","","64","","","11","1","17","3","","6","1","1","","","1","","","","","8","","","1","","14","","","18","12","5","","","","","","","","","1","","","11","","10","","1"
"Wayne County Sheriff's Office","327","108","","","","1","2","2","","","4","","1","26","59","15","","","127","3","","13","4","25","","1","5","1","3","","","1","","","","","","3","","","","47","19","2","92","50","22","","","","","","","","","18","2","","32","","26","","6"
"Webster County","39","10","","","","","","","","","","","","2","4","4","","","15","","1","2","2","2","","","","","","","","","","","","1","","","","4","","1","2","","14","12","","","","","","","","","","1","1","","2","","2","",""
"Eupora Police Department","9","2","","","","","","","","","","","","","1","1","","","5","","","1","1","1","","","","","","","","","","","","1","","","","","","","1","","2","1","","","","","","","","","","","1","","","","","",""
"Not Reporting Certified - Mathiston Police Department","2","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - Webster County Sheriff's Office","28","8","","","","","","","","","","","","2","3","3","","","9","","1","1","","1","","","","","","","","","","","","","","","","4","","1","1","","11","10","","","","","","","","","","1","","","2","","2","",""
"Wilkinson County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Centreville Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Wilkinson County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Woodville Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Winston County","593","196","2","1","","2","6","6","","","5","","1","46","92","41","","","296","3","","30","6","58","3","","17","8","9","","1","3","","3","","","35","11","","32","4","58","15","","101","66","11","","","","","6","","","","16","2","","62","2","46","3","11"
"Louisville Police Department","295","87","1","1","","1","4","4","","","","","1","24","40","15","","","166","","","10","4","31","1","","11","7","1","","1","","","1","","","33","10","","22","4","25","5","","42","25","6","","","","","1","","","","10","","","30","1","24","1","4"
"Winston County Sheriff's Office","298","109","1","","","1","2","2","","","5","","","22","52","26","","","130","3","","20","2","27","2","","6","1","8","","","3","","2","","","2","1","","10","","33","10","","59","41","5","","","","","5","","","","6","2","","32","1","22","2","7"
"Yalobusha County","387","142","1","","","1","1","1","","","1","","","13","75","50","","","182","1","","11","4","36","1","1","18","1","","","1","1","","1","","","25","2","1","22","","46","9","1","63","27","24","","","","","","","","","12","","","17","1","13","1","2"
"Not Reporting - Yalobusha County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - Coffeeville Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oakland Police Department","19","8","1","","","","","","","","","","","","5","2","","","9","","","2","","1","","","","","","","","","","","","","1","","","1","","3","1","","2","2","","","","","","","","","","","","","1","1","","",""
"Water Valley Police Department","368","134","","","","1","1","1","","","1","","","13","70","48","","","173","1","","9","4","35","1","1","18","1","","","1","1","","1","","","24","2","1","21","","43","8","1","61","25","24","","","","","","","","","12","","","16","","13","1","2"
"Yazoo County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Bentonia Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Yazoo City Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Yazoo County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
